date,open,high,low,close,volume,change_ratio
20180409,71300,71600,67500,67900,484658,-6.344827586206897
20180410,68200,70200,67900,69600,305622,2.503681885125184
20180411,69600,70000,67700,68500,261414,-1.5804597701149428
20180412,68900,68900,66000,66700,287863,-2.627737226277372
20180413,66600,67900,66300,67100,158680,0.5997001499250375
20180416,67400,69000,67400,68300,178349,1.7883755588673622
20180417,69200,69200,67400,67700,112657,-0.8784773060029283
20180418,68100,69900,66900,69900,192177,3.2496307237813884
20180419,70400,71100,68900,70800,245933,1.2875536480686696
20180420,70900,71000,68100,69000,280011,-2.5423728813559325
20180423,68300,68800,66100,66900,195813,-3.0434782608695654
20180424,67300,68100,66000,67900,121979,1.4947683109118086
20180425,67700,69000,67300,68200,143285,0.4418262150220913
20180426,68200,68600,67100,68400,87438,0.2932551319648094
20180427,68800,69200,68100,68900,103530,0.7309941520467835
20180430,68900,68900,63600,64100,309462,-6.966618287373004
20180502,63100,64200,61600,63600,246481,-0.7800312012480499
20180503,62800,65000,62800,63900,106064,0.4716981132075472
20180504,63600,64800,62900,63000,80575,-1.4084507042253522
20180508,63900,64900,62300,62600,140670,-0.6349206349206349
20180509,62300,64000,61100,64000,111210,2.2364217252396164
20180510,63600,64800,63100,64800,88337,1.25
20180511,64300,64700,63400,64600,82544,-0.30864197530864196
20180514,64100,64300,60900,61000,177384,-5.572755417956656
20180515,61000,62000,59900,60600,110579,-0.6557377049180327
20180516,60900,61300,58800,60000,164129,-0.9900990099009901
20180517,60000,62500,60000,61800,142050,3.0
20180518,62400,63000,61500,63000,127116,1.9417475728155338
20180521,62600,62700,60500,60800,103603,-3.492063492063492
20180523,61300,61600,60300,60300,93483,-0.8223684210526315
20180524,60900,63200,60700,62400,165435,3.482587064676617
20180525,63200,63500,60300,61300,189195,-1.7628205128205128
20180528,60200,60400,58600,58900,189057,-3.915171288743882
20180529,59000,60000,57800,59000,121863,0.1697792869269949
20180530,58600,59400,57700,58600,83381,-0.6779661016949152
20180531,59100,59700,58300,59200,89675,1.023890784982935
20180601,59400,59600,58200,58500,67290,-1.1824324324324325
20180604,59000,59500,58300,59400,83131,1.5384615384615385
20180605,59300,59400,57200,59200,140142,-0.33670033670033667
20180607,58400,59500,57700,59500,138553,0.5067567567567568
20180608,58100,58600,57300,57800,162278,-2.857142857142857
20180611,56800,58500,56200,58100,158168,0.5190311418685121
20180612,57600,58500,56500,56500,164376,-2.753872633390706
20180614,54300,55000,52000,53100,356372,-6.017699115044247
20180615,52600,55400,52600,54700,206185,3.0131826741996233
20180618,53900,54500,51800,53000,92125,-3.1078610603290677
20180619,52200,53100,50000,50000,106449,-5.660377358490567
20180620,49800,52000,49800,52000,83391,4.0
20180621,52300,54500,52000,53400,111782,2.6923076923076925
20180622,53600,53600,51800,52800,57155,-1.1235955056179776
20180625,52200,53300,51700,53200,38020,0.7575757575757576
20180626,52200,53500,52200,53100,29853,-0.18796992481203006
20180627,52600,53000,51600,51600,48152,-2.824858757062147
20180628,51800,52200,51200,51400,38631,-0.3875968992248062
20180629,50700,51800,50600,51000,40107,-0.7782101167315175
20180702,50500,51400,48950,48950,79599,-4.019607843137255
20180703,48300,50300,48300,49950,60583,2.0429009193054135
20180704,49550,50200,49300,49500,28607,-0.9009009009009009
20180705,49300,50400,49300,50300,33095,1.6161616161616161
20180706,50100,51400,49500,51400,38936,2.1868787276341948
20180709,51400,51400,49650,50000,50558,-2.7237354085603114
20180710,50400,50900,50000,50200,45961,0.4
20180711,49900,50400,49100,49100,49101,-2.1912350597609564
20180712,49300,50200,48700,49700,39974,1.2219959266802443
20180713,50200,50400,49500,49550,39321,-0.30181086519114686
20180716,50400,52400,50200,52400,121063,5.751765893037336
20180717,52200,53300,51600,53000,106116,1.1450381679389312
20180718,52500,53400,52500,53100,59110,0.18867924528301888
20180719,52700,54700,52600,54200,107312,2.0715630885122414
20180720,54800,54800,52500,52600,76333,-2.952029520295203
20180723,52400,53400,51500,52300,72349,-0.5703422053231939
20180724,51400,53400,51400,52800,55006,0.9560229445506693
20180725,52900,54500,52900,54500,100421,3.2196969696969697
20180726,55200,55800,53600,54200,69571,-0.5504587155963303
20180727,54300,54700,53700,54100,32595,-0.18450184501845018
20180730,54200,54200,53000,53100,35587,-1.8484288354898337
20180731,52900,54900,52900,54600,41853,2.824858757062147
20180801,54600,54700,53700,54500,43143,-0.18315018315018314
20180802,54200,54900,53700,54000,39465,-0.9174311926605505
20180803,54200,55300,54000,54800,48832,1.4814814814814816
20180806,54800,57600,54600,57000,129155,4.014598540145985
20180807,57400,57700,55800,56600,50049,-0.7017543859649122
20180808,56600,56600,55600,55800,56163,-1.4134275618374559
20180809,55600,57000,55400,57000,47948,2.1505376344086025
20180810,56600,57500,56400,57200,46178,0.3508771929824561
20180813,56900,57000,54500,55200,67075,-3.4965034965034967
20180814,56000,56700,55200,55200,43577,0.0
20180816,54800,55000,53500,54400,44804,-1.4492753623188406
20180817,55000,55400,54500,55300,27987,1.6544117647058825
20180820,55200,55600,54100,54900,23964,-0.7233273056057866
20180821,54900,57000,54600,56700,41394,3.278688524590164
20180822,56400,57000,55800,56100,28589,-1.0582010582010581
20180823,56200,56400,55100,55600,23851,-0.8912655971479502
20180824,55300,56400,55100,56200,37263,1.079136690647482
20180827,55800,56800,55800,56700,31548,0.8896797153024912
20180828,56700,57000,55900,56500,29582,-0.3527336860670194
20180829,56100,57000,55600,57000,36624,0.8849557522123894
20180830,56800,57600,56700,56800,27023,-0.3508771929824561
20180831,56400,58200,56300,58200,56655,2.464788732394366
20180903,58000,58500,57400,58000,31013,-0.3436426116838488
20180904,58500,58500,57500,58500,35887,0.8620689655172413
20180905,58600,60300,58100,59600,94714,1.8803418803418803
20180906,59500,59600,58300,58700,42585,-1.5100671140939599
20180907,58400,58600,57000,57100,66227,-2.72572402044293
20180910,56800,58000,55700,57200,41017,0.17513134851138354
20180911,56700,57900,56700,57800,29689,1.048951048951049
20180912,57900,57900,56500,57000,38670,-1.384083044982699
20180913,57000,57100,56100,57100,44097,0.17543859649122806
20180914,57300,57800,57000,57600,29303,0.8756567425569177
20180917,57600,57600,54100,54300,139003,-5.729166666666666
20180918,54600,55000,53900,54500,36778,0.3683241252302026
20180919,54100,55000,53600,54300,65314,-0.3669724770642202
20180920,53800,55400,53800,54900,110788,1.1049723756906076
20180921,54500,55500,53400,53400,361666,-2.73224043715847
20180927,53600,53800,52600,52700,69556,-1.3108614232209739
20180928,52800,53800,52200,53100,50552,0.7590132827324478
20181001,52600,53100,51700,51900,46710,-2.2598870056497176
20181002,51200,52300,50300,50300,61959,-3.0828516377649327
20181004,49800,50500,49800,49900,35492,-0.7952286282306162
20181005,49600,50400,49600,49700,45711,-0.4008016032064128
20181008,49500,50400,49400,49400,31393,-0.6036217303822937
20181010,49150,49350,46750,46900,104500,-5.060728744939271
20181011,43150,46100,43150,44700,101716,-4.690831556503198
20181012,43500,45750,43500,44750,80287,0.11185682326621924
20181015,44400,45000,43700,43700,80594,-2.346368715083799
20181016,43350,46100,43350,45300,69115,3.6613272311212817
20181017,45450,45700,44950,45050,59726,-0.5518763796909493
20181018,45100,46050,44850,44850,62885,-0.4439511653718091
20181019,44550,46350,44450,46350,58154,3.3444816053511706
20181022,46300,46700,45300,46500,43031,0.3236245954692557
20181023,46200,46200,45000,45250,47626,-2.6881720430107525
20181024,45200,45700,44900,45500,41344,0.5524861878453038
20181025,44500,44900,43500,43700,74071,-3.9560439560439558
20181026,43500,43850,41600,41600,97300,-4.805491990846682
20181029,41200,42650,39700,40000,90476,-3.8461538461538463
20181030,38150,41200,38150,40600,78966,1.5
20181031,41500,41500,40200,40600,40049,0.0
20181101,41000,41750,40650,40700,41232,0.24630541871921183
20181102,41000,43450,41000,43450,70465,6.756756756756757
20181105,42800,42850,41900,42450,48918,-2.3014959723820483
20181106,42800,43300,42350,42850,35813,0.9422850412249705
20181107,42850,43150,42250,42300,37454,-1.2835472578763127
20181108,42700,43300,42400,43300,41625,2.3640661938534278
20181109,43200,43400,42700,43400,34153,0.23094688221709006
20181112,43400,43400,41500,41500,63528,-4.377880184331797
20181113,40600,41400,40050,40850,58816,-1.566265060240964
20181114,40850,42300,40800,42000,45098,2.8151774785801713
20181115,41400,42000,41100,42000,26035,0.0
20181116,41800,42750,41700,42700,40952,1.6666666666666667
20181119,42600,43950,42600,43950,43741,2.927400468384075
20181120,43250,43450,42850,43000,35112,-2.1615472127417523
20181121,42800,43400,42400,42900,24666,-0.23255813953488372
20181122,42900,43250,42600,43050,20918,0.34965034965034963
20181123,43000,43250,42500,42650,23478,-0.9291521486643438
20181126,42650,43600,42300,43450,29629,1.875732708089097
20181127,43250,43650,42750,42900,39820,-1.2658227848101267
20181128,43400,43900,42900,43900,60823,2.331002331002331
20181129,44200,44500,43650,43650,30918,-0.5694760820045558
20181130,43650,43850,42950,43150,26331,-1.145475372279496
20181203,43500,44750,43400,44750,83143,3.7079953650057935
20181204,44750,46350,44250,45700,87522,2.1229050279329607
20181205,45450,46350,44950,45900,64351,0.437636761487965
20181206,46100,46200,43750,43900,80769,-4.357298474945534
20181207,44000,45400,44000,44900,48185,2.277904328018223
20181210,44600,44600,43800,43900,26380,-2.2271714922048997
20181211,43950,44500,43900,44100,26460,0.45558086560364464
20181212,43900,46400,43850,45400,95543,2.947845804988662
20181213,45500,45950,44750,45550,59327,0.3303964757709251
20181214,45150,49500,45100,49150,256247,7.903402854006586
20181217,49600,52000,48150,50400,258005,2.5432349949135302
20181218,49550,51100,49050,49100,98715,-2.579365079365079
20181219,48850,48850,47250,47500,82892,-3.2586558044806515
20181220,47500,48550,46500,46600,84462,-1.8947368421052633
20181221,46600,47250,45950,46200,91756,-0.8583690987124464
20181224,46350,47700,46100,47500,66207,2.813852813852814
20181226,46850,47300,45800,46700,69459,-1.6842105263157894
20181227,46850,47450,46300,46350,43232,-0.7494646680942184
20181228,46350,47200,46250,46400,44106,0.10787486515641855
20190102,46850,46850,46150,46150,51420,-0.5387931034482759
20190103,45800,46250,44500,44550,63067,-3.4669555796316356
20190104,44650,45300,43650,45300,36089,1.6835016835016834
20190107,45400,45550,44400,44950,36159,-0.772626931567329
20190108,45500,46000,44850,45750,39772,1.7797552836484982
20190109,45750,46600,45750,46500,38567,1.639344262295082
20190110,46350,46600,45900,46400,40967,-0.21505376344086022
20190111,46450,46500,45100,45600,56317,-1.7241379310344827
20190114,45850,47800,45600,46950,80047,2.9605263157894735
20190115,46950,47000,46150,46200,58526,-1.5974440894568689
20190116,46200,46500,45400,45700,65427,-1.0822510822510822
20190117,45850,45900,45500,45550,34515,-0.3282275711159737
20190118,45850,46550,45450,46550,69339,2.1953896816684964
20190121,46300,46300,45500,45650,53793,-1.933404940923738
20190122,45650,46200,45600,45900,57580,0.547645125958379
20190123,45650,46700,45350,45800,90924,-0.2178649237472767
20190124,45900,46600,45550,46450,52559,1.4192139737991267
20190125,46900,47950,46650,47550,116090,2.3681377825618943
20190128,47300,48550,47300,47950,87492,0.8412197686645636
20190129,47950,48400,47000,48400,66513,0.9384775808133473
20190130,48400,49200,48000,49200,69594,1.6528925619834711
20190131,49850,50700,49450,50200,107182,2.0325203252032518
20190201,51000,53400,50600,52200,367385,3.9840637450199203
20190207,51600,52200,50700,51200,106955,-1.9157088122605364
20190208,51200,51200,49800,50100,88074,-2.1484375
20190211,49750,51300,49400,51300,56189,2.3952095808383236
20190212,50700,52200,50700,52100,83565,1.5594541910331383
20190213,52400,53100,51900,52700,83514,1.1516314779270633
20190214,52700,53300,52200,52600,37350,-0.18975332068311196
20190215,52600,53000,51900,52700,45238,0.19011406844106463
20190218,52700,53200,51600,52100,57524,-1.1385199240986716
20190219,51900,52400,51200,52400,45272,0.5758157389635317
20190220,52100,52500,51500,52500,46318,0.19083969465648853
20190221,52400,53200,51700,53200,57901,1.3333333333333335
20190222,53700,53700,52600,52800,54872,-0.7518796992481203
20190225,52800,53200,52500,53100,30280,0.5681818181818182
20190226,53100,53400,52300,52700,53891,-0.7532956685499058
20190227,52400,52900,52000,52700,34246,0.0
20190228,52300,52900,50700,50700,70985,-3.795066413662239
20190304,51100,52600,51100,52000,46124,2.564102564102564
20190305,52000,52600,51700,52100,34764,0.19230769230769232
20190306,52000,52400,51800,52300,27079,0.3838771593090211
20190307,52500,52600,51400,51400,34408,-1.7208413001912046
20190308,50600,52300,50600,51900,35289,0.9727626459143969
20190311,51400,51900,50900,51800,28712,-0.1926782273603083
20190312,52600,52700,52000,52200,36556,0.7722007722007722
20190313,52100,56000,51900,55400,212932,6.130268199233716
20190314,55300,56400,55000,55500,80954,0.18050541516245489
20190315,56000,56300,53400,53400,109026,-3.783783783783784
20190318,53800,55400,53500,55200,63129,3.3707865168539324
20190319,55500,55500,54000,54200,42045,-1.8115942028985508
20190320,54200,54200,52500,53200,43341,-1.8450184501845017
20190321,53500,53600,52200,52700,46320,-0.9398496240601504
20190322,52800,53100,51700,51800,46300,-1.7077798861480076
20190325,53300,54700,52200,52600,111590,1.5444015444015444
20190326,52100,53000,52100,52300,35260,-0.5703422053231939
20190327,52600,52700,51800,51800,40247,-0.9560229445506693
20190328,51300,52400,51000,51000,40373,-1.5444015444015444
20190329,52300,52900,51100,52300,51786,2.549019607843137
20190401,52300,53500,52300,53100,39560,1.5296367112810707
20190402,53000,53300,52300,52600,29752,-0.9416195856873822
20190403,52600,53100,52100,53100,27547,0.9505703422053232
20190404,53300,53400,52300,52900,30161,-0.3766478342749529
20190405,52900,53300,52500,53000,32032,0.1890359168241966
20190408,53300,54400,53000,54000,65845,1.8867924528301887
20190409,54200,57100,54100,56300,214690,4.2592592592592595
20190410,56300,56800,55100,56400,110348,0.17761989342806395
20190411,56200,57900,55700,57800,110384,2.4822695035460995
20190412,57500,58700,57300,58000,85658,0.34602076124567477
20190415,57500,58000,56900,57500,52381,-0.8620689655172413
20190416,58100,61300,57700,61000,295862,6.086956521739131
20190417,60700,64800,60400,62000,281878,1.639344262295082
20190418,61700,64100,61600,62600,161825,0.967741935483871
20190419,62800,63500,61300,61700,139419,-1.4376996805111821
20190422,62400,62500,60300,60900,78890,-1.2965964343598055
20190423,61000,61000,59900,60900,45223,0.0
20190424,61000,63100,60400,62200,87247,2.134646962233169
20190425,62000,62200,61000,61500,39871,-1.1254019292604502
20190426,61500,61500,59500,61100,74213,-0.6504065040650406
20190429,61100,61900,60300,61700,38012,0.9819967266775778
20190430,61900,61900,61000,61800,28979,0.1620745542949757
20190502,61100,61700,60400,60500,39439,-2.103559870550162
20190503,60700,61000,60000,60500,31876,0.0
20190507,60100,62200,60100,61000,67905,0.8264462809917356
20190508,61100,61400,60000,60000,44684,-1.639344262295082
20190509,60200,60900,57800,57800,85288,-3.6666666666666665
20190510,58000,60000,56900,58400,69937,1.0380622837370241
20190513,58400,58500,56500,56500,70540,-3.2534246575342465
20190514,55700,57800,55000,56700,68066,0.35398230088495575
20190515,57000,59400,56300,58400,57272,2.9982363315696645
20190516,59600,61100,58300,60200,117883,3.0821917808219177
20190517,60200,60700,59400,59800,38774,-0.6644518272425249
20190520,59800,61500,59400,60400,71953,1.0033444816053512
20190521,59800,61400,59800,60400,50240,0.0
20190522,60400,63200,60300,62100,168319,2.814569536423841
20190523,62200,63000,61200,61500,59668,-0.966183574879227
20190524,60400,61800,60000,61000,52438,-0.8130081300813009
20190527,61100,61100,59600,60700,43271,-0.49180327868852464
20190528,60400,61000,59900,60700,33344,0.0
20190529,60700,60900,60000,60900,21838,0.3294892915980231
20190530,61100,61700,60100,61700,37316,1.3136288998357963
20190531,61700,62900,60800,62900,93800,1.9448946515397085
20190603,62800,63400,62300,63000,66925,0.1589825119236884
20190604,62600,63000,61100,61100,58657,-3.015873015873016
20190605,61300,62200,60900,62100,58992,1.6366612111292964
20190607,62400,62500,61100,61900,38860,-0.322061191626409
20190610,61900,62700,61500,62700,37438,1.2924071082390953
20190611,62900,63600,62000,63600,65909,1.4354066985645932
20190612,63600,63800,62400,63000,45882,-0.9433962264150944
20190613,63000,63500,62400,62700,77470,-0.4761904761904762
20190614,63000,63400,62600,63000,31022,0.4784688995215311
20190617,63100,67400,62700,66000,168355,4.761904761904762
20190618,65400,66200,64800,65500,49987,-0.7575757575757576
20190619,65700,66700,64900,65400,60851,-0.15267175572519084
20190620,65600,66300,65200,66100,39159,1.0703363914373087
20190621,65800,66800,65600,65600,102335,-0.7564296520423601
20190624,65500,65800,64300,64400,52385,-1.8292682926829267
20190625,64200,65000,62900,62900,50324,-2.329192546583851
20190626,63200,63600,62400,63600,42903,1.1128775834658187
20190627,63900,64300,63000,63600,40125,0.0
20190628,64100,64100,63000,64000,29242,0.628930817610063
20190701,64400,66400,64100,65400,72936,2.1875
20190702,64700,65300,64400,64900,29818,-0.764525993883792
20190703,64500,65300,64400,65000,26051,0.15408320493066258
20190704,65300,65300,63200,64100,49754,-1.3846153846153846
20190705,64100,64800,63100,64800,21477,1.0920436817472698
20190708,64100,64300,62100,62200,56528,-4.012345679012346
20190709,62000,63400,60900,62200,44720,0.0
20190710,62500,62800,62000,62000,24306,-0.3215434083601286
20190711,62700,63300,62100,63300,30363,2.0967741935483875
20190712,63600,63600,62400,63200,39219,-0.1579778830963665
20190715,62600,63200,59900,60300,86637,-4.588607594936709
20190716,60500,60700,57200,58100,171901,-3.6484245439469323
20190717,58300,58300,55000,55800,134991,-3.9586919104991396
20190718,55500,56600,54700,55700,58878,-0.17921146953405018
20190719,55400,57000,55400,56500,99654,1.436265709156194
20190722,56700,56700,55300,55300,51207,-2.1238938053097343
20190723,55300,56400,55100,55700,55750,0.7233273056057866
20190724,56200,56200,54000,54400,53940,-2.333931777378815
20190725,54400,54400,52700,53000,87502,-2.5735294117647056
20190726,52500,54100,52500,54100,40927,2.0754716981132075
20190729,54100,54100,52200,52300,43099,-3.3271719038817005
20190730,52900,53500,52100,53100,39318,1.5296367112810707
20190731,52900,54800,52700,54400,49218,2.4482109227871938
20190801,54300,56700,53800,55900,89951,2.7573529411764706
20190802,55700,56200,54700,55700,46975,-0.35778175313059035
20190805,56000,56100,52500,53300,130083,-4.308797127468582
20190806,51200,54000,49300,49550,180457,-7.0356472795497185
20190807,50500,51800,50300,51300,102611,3.5317860746720484
20190808,51900,54900,51900,54600,103786,6.432748538011696
20190809,54600,56200,54300,55000,54630,0.7326007326007326
20190812,55100,58700,55100,58500,132699,6.363636363636363
20190813,57500,58200,56200,56300,79107,-3.7606837606837606
20190814,57900,57900,56700,57000,57950,1.2433392539964476
20190816,56300,57500,55900,57500,51852,0.8771929824561403
20190819,58200,58200,55900,56600,72463,-1.565217391304348
20190820,56500,57100,56200,57000,39454,0.7067137809187279
20190821,57100,58900,56300,58700,81398,2.982456140350877
20190822,58800,60600,58600,58600,132619,-0.17035775127768313
20190823,57800,61700,57700,61000,147817,4.09556313993174
20190826,60700,63100,59900,61200,224807,0.32786885245901637
20190827,62300,63800,61300,61800,137354,0.9803921568627451
20190828,62300,63100,61600,62500,85173,1.132686084142395
20190829,62600,63100,61100,62400,77069,-0.16
20190830,63000,63000,61600,61900,79439,-0.8012820512820512
20190902,61800,62400,61500,62300,49548,0.6462035541195477
20190903,62000,62400,61600,62200,45004,-0.16051364365971107
20190904,61900,62700,58700,60100,204876,-3.376205787781351
20190905,60100,60700,59400,60000,88236,-0.16638935108153077
20190906,60400,60400,59500,60200,46489,0.33333333333333337
20190909,60300,67400,60200,64300,631814,6.810631229235881
20190910,63900,65100,61200,61800,309052,-3.8880248833592534
20190911,61800,62300,60900,62200,119939,0.6472491909385114
20190916,62300,62500,60900,61700,161407,-0.8038585209003215
20190917,61600,62000,61000,61600,67654,-0.1620745542949757
20190918,61800,63000,61400,61600,73803,0.0
20190919,61300,62400,60600,61800,133881,0.3246753246753247
20190920,61800,62700,61500,62600,114429,1.2944983818770228
20190923,61900,62600,61900,62500,45791,-0.1597444089456869
20190924,62400,62700,61500,62300,66264,-0.32
20190925,62300,63700,61900,62600,108924,0.4815409309791332
20190926,63000,63300,61100,62200,100838,-0.6389776357827476
20190927,62200,62600,61500,62500,44109,0.482315112540193
20190930,64000,66900,62700,66900,406906,7.04
20191001,67700,69700,66900,68000,394811,1.6442451420029895
20191002,66900,69500,66100,69000,203222,1.4705882352941175
20191004,68900,69400,67800,68700,147451,-0.43478260869565216
20191007,63000,64000,57700,59200,571766,-13.828238719068414
20191008,59200,60800,58200,60400,160403,2.027027027027027
20191010,60800,61300,59400,60400,114756,0.0
20191011,60200,60800,60100,60800,78890,0.6622516556291391
20191014,61200,62600,60100,62000,134686,1.9736842105263157
20191015,62300,62400,61600,62100,55628,0.16129032258064516
20191016,62000,62400,61600,62300,52636,0.322061191626409
20191017,61900,63700,61900,62800,56899,0.8025682182985553
20191018,62500,62900,62000,62900,85988,0.15923566878980894
20191021,62400,62800,61600,62000,52119,-1.4308426073131957
20191022,62000,62300,61200,62300,70772,0.4838709677419355
20191023,61900,62200,60800,61100,68898,-1.9261637239165328
20191024,60900,61800,60500,61700,54277,0.9819967266775778
20191025,61400,62000,61000,61200,32033,-0.8103727714748784
20191028,61600,62600,61300,62200,51861,1.6339869281045754
20191029,62300,62600,61700,62000,24460,-0.3215434083601286
20191030,61800,62300,61400,62100,41856,0.16129032258064516
20191031,62100,62900,61500,61500,59897,-0.966183574879227
20191101,61500,62400,61300,62400,49942,1.4634146341463417
20191104,62700,63100,62200,62500,49219,0.16025641025641024
20191105,62400,62700,62000,62700,38765,0.32
20191106,62700,63900,62600,63100,69751,0.6379585326953748
20191107,63100,64500,62800,64100,74053,1.5847860538827259
20191108,64500,65400,63900,65000,67410,1.40405616224649
20191111,65300,68300,65100,67700,213370,4.153846153846154
20191112,67700,68200,66300,67300,89822,-0.5908419497784343
20191113,67400,69200,67100,68600,122789,1.9316493313521546
20191114,68600,68900,67500,68900,75885,0.43731778425655976
20191115,68900,69100,67500,68400,82165,-0.7256894049346879
20191118,67700,68800,67600,68800,51944,0.5847953216374269
20191119,68400,69700,68200,68800,83897,0.0
20191120,69100,69100,66700,67500,81151,-1.88953488372093
20191121,67500,67900,65500,66300,99174,-1.7777777777777777
20191122,66300,67200,65100,65600,69721,-1.0558069381598794
20191125,65800,67900,65800,67800,63525,3.353658536585366
20191126,67800,68100,66900,67400,42888,-0.5899705014749262
20191127,67000,67300,63200,64000,149944,-5.044510385756676
20191128,64000,64300,63100,63500,47075,-0.78125
20191129,63000,63900,61900,63100,70703,-0.6299212598425197
20191202,62500,63500,62000,62300,38103,-1.2678288431061806
20191203,61500,62100,60800,61200,51692,-1.7656500802568218
20191204,60800,62300,60600,61200,54813,0.0
20191205,63000,63400,62000,62200,119853,1.6339869281045754
20191206,62300,63100,61600,63100,48113,1.4469453376205788
20191209,63400,64800,61800,61800,108186,-2.0602218700475436
20191210,61800,62000,60100,60500,52595,-2.103559870550162
20191211,60000,61000,60000,60700,36759,0.3305785123966942
20191212,60900,61800,60700,61000,81423,0.4942339373970346
20191213,61300,61800,60500,61200,94038,0.32786885245901637
20191216,60800,61100,60000,60100,86560,-1.7973856209150325
20191217,60400,61500,60100,61500,45914,2.329450915141431
20191218,61700,64500,61400,62700,228772,1.951219512195122
20191219,63400,64200,62700,64200,125939,2.3923444976076556
20191220,64400,65600,63500,65500,182731,2.0249221183800623
20191223,65500,67100,65000,65700,98855,0.3053435114503817
20191224,65700,67200,63300,64100,152071,-2.43531202435312
20191226,64400,65800,63800,65800,84792,2.65210608424337
20191227,65000,66100,64900,65200,56167,-0.911854103343465
20191230,64700,65500,64200,65500,52609,0.4601226993865031
20200102,77400,82400,72600,81000,3912087,23.66412213740458
20200103,79800,82700,75700,76000,2252652,-6.172839506172839
20200106,75200,78100,75200,76400,690061,0.5263157894736842
20200107,76100,76900,73000,73500,495675,-3.7958115183246073
20200108,72600,75700,71500,73300,622823,-0.27210884353741494
20200109,75200,77500,74400,76700,420476,4.638472032742155
20200110,77200,78400,76300,78300,357939,2.0860495436766624
20200113,77700,78300,76200,77400,238231,-1.1494252873563218
20200114,77400,79400,76800,77900,308327,0.6459948320413437
20200115,77600,78500,77400,78100,146327,0.25673940949935814
20200116,78400,80200,75600,77400,501705,-0.8962868117797695
20200117,78000,79900,77500,79600,400483,2.842377260981912
20200120,72600,75500,68400,68700,1053972,-13.693467336683419
20200121,69200,70800,68600,69300,247346,0.8733624454148471
20200122,68900,70900,68800,70100,236498,1.1544011544011543
20200123,69800,70800,69600,70700,132072,0.8559201141226819
20200128,69000,70700,69000,69800,232269,-1.272984441301273
20200129,69700,71000,67600,68000,271591,-2.5787965616045847
20200130,68200,68600,66100,67900,198725,-0.14705882352941177
20200131,67600,68300,65400,65700,149223,-3.2400589101620034
20200203,65000,68800,65000,67900,227060,3.34855403348554
20200204,68200,69200,67100,68600,118188,1.0309278350515463
20200205,68600,70500,68600,69900,112277,1.8950437317784257
20200206,69900,70500,69400,70000,80530,0.14306151645207438
20200207,69700,70300,69000,70100,68337,0.14285714285714285
20200210,70100,70100,68100,68800,92600,-1.8544935805991443
20200211,68800,69200,68400,69000,91305,0.29069767441860467
20200212,68900,68900,67600,68800,83465,-0.2898550724637681
20200213,69000,69300,64100,68000,134095,-1.1627906976744187
20200214,66600,68600,66600,68300,84658,0.4411764705882353
20200217,68500,68500,67400,67600,51715,-1.0248901903367496
20200218,67300,67700,66500,67000,69608,-0.8875739644970414
20200219,66900,68700,66700,67700,93010,1.0447761194029852
20200220,67600,67700,65800,65800,85019,-2.806499261447563
20200221,64300,65200,62400,63100,192839,-4.103343465045593
20200224,62000,62300,59900,60100,161496,-4.754358161648177
20200225,58600,61000,58600,60300,123791,0.33277870216306155
20200226,58700,60700,58100,60700,152994,0.6633499170812603
20200227,60000,60100,56500,56500,162525,-6.919275123558484
20200228,55000,55300,52800,53600,263909,-5.132743362831858
20200302,58300,62300,56000,59600,1033791,11.194029850746269
20200303,61000,61200,58600,60200,329430,1.006711409395973
20200304,60200,63000,59700,61400,303102,1.9933554817275747
20200305,62000,62800,60900,61400,184118,0.0
20200306,60800,61900,60000,61000,163353,-0.6514657980456027
20200309,59700,60000,57300,57800,179295,-5.245901639344262
20200310,56500,59200,56100,58100,174848,0.5190311418685121
20200311,59500,59900,56700,56900,179160,-2.0654044750430294
20200312,56700,58000,53400,53400,240886,-6.151142355008787
20200313,48650,51800,46400,49750,408030,-6.835205992509364
20200316,49900,55200,49900,50500,372952,1.507537688442211
20200317,48200,52200,48100,50100,257826,-0.7920792079207921
20200318,51100,51900,46000,46000,290498,-8.183632734530939
20200319,47200,47850,39200,40300,431746,-12.391304347826088
20200320,41450,45100,40400,45100,309117,11.910669975186105
20200323,41900,46850,41500,43500,217337,-3.5476718403547673
20200324,45750,46850,44300,46850,197040,7.7011494252873565
20200325,48800,49500,47000,48100,236348,2.6680896478121667
20200326,49000,50500,47800,49200,316624,2.2869022869022873
20200327,50400,50900,47550,49400,249269,0.40650406504065045
20200330,49200,58800,48650,56800,635838,14.979757085020243
20200331,58000,59000,54700,56900,388084,0.17605633802816903
20200401,57100,57400,54300,54300,204059,-4.569420035149385
20200402,55000,56600,53800,56600,177836,4.23572744014733
20200403,56700,59200,55400,57300,300479,1.2367491166077738
20200406,58500,58600,57100,57700,204024,0.6980802792321117
20200407,58100,58100,55400,56300,201386,-2.4263431542461005
20200408,56500,57000,54500,55000,170405,-2.3090586145648313
20200409,55400,56300,54800,55400,162958,0.7272727272727273
20200410,56300,56300,53600,56100,170162,1.263537906137184
20200413,56400,56400,54800,54800,136419,-2.3172905525846703
20200414,55800,57100,55000,56300,280533,2.737226277372263
20200416,51900,53300,49850,52400,387912,-6.927175843694494
20200417,53000,54100,52500,54000,303122,3.0534351145038165
20200420,53800,54200,53100,53500,118041,-0.9259259259259258
20200421,53500,53500,50100,52500,201266,-1.8691588785046727
